INSTNM,LONGITUD,LATITUDE
Beautiful You School of Nail Technology,-113.060711,37.71014
Beauty Academy,-120.309427,47.421736
Beauty Academy of South Florida,-80.323581,25.8629
Beauty Anatomy Institute of Cosmetology and Wellness,-80.100372,26.255457
Beauty and Health Institute,-82.624841,28.064
Beauty College of America,-84.351999,33.618673
Beauty School of Middletown,-74.428691,41.42455
Beauty Schools of America,-80.138561,25.77484
Beauty Schools of America-Hialeah,-80.304716,25.865861
Beauty Schools of America-Homestead,-80.44566,25.47522
Beauty Schools of America-Miami,-80.303842,25.760695
Beauty Schools of America-North Miami Beach,-80.163613,25.926365
Beauty Technical College Inc,-94.948289,35.914902
Beaver Falls Beauty Academy,-80.320347,40.754161
Becker College,-71.811895,42.26918
Beckfield College-Florence,-84.641475,39.017166
Beckfield College-Tri-County,-84.481426,39.296683
Beis Medrash Heichal Dovid,-73.751509,40.596827
Bel-Rea Institute of Animal Technology,-104.875292,39.686066
Belanger School of Nursing,-73.914641,42.80359
Belhaven University,-90.169228,32.318415
Bell Mar Beauty College,-87.767083,41.850669
Bella Academy of Cosmetology,-88.541681,44.017875
Bella Capelli Academy,-79.781411,40.43278
Bella Cosmetology College,-95.294901,32.95902
Bellarmine University,-85.7049,38.219138
Belle Academy of Cosmetology,-73.056909,41.596437
Bellefonte Academy of Beauty,-82.693274,38.53099
Bellevue College,-122.149955,47.584778
Bellevue University,-95.91764,41.150225
Bellin College,-87.921722,44.468277
Bellingham Technical College,-122.51216,48.766189
Bellus Academy,-96.609575,39.191201
Bellus Academy-El Cajon,-116.945728,32.794827
Bellus Academy-National City,-117.090235,32.676762
Bellus Academy-Poway,-117.042738,32.956526
Belmont Abbey College,-81.041847,35.261276
Belmont College,-80.964901,40.07695
Belmont University,-86.794715,36.133866
Beloit College,-89.03147,42.50363
Bemidji State University,-94.874529,47.482505
Ben Franklin Career Center,-81.75353,38.367234
Benedict College,-81.021412,34.011285
Benedictine College,-95.111424,39.572953
Benedictine University,-88.095948,41.776395
Benes International School of Beauty,-82.72846,28.261074
Benjamin Franklin Institute of Technology,-71.070231,42.346023
Bennett Career Institute,-76.995965,38.93264
Bennett College,-79.77998,36.067531
Bennington College,-73.237498,42.92004
Bentley University,-71.220148,42.388798
Berea College,-84.289332,37.573334
Bergen Community College,-74.094086,40.953733
Bergin University of Canine Studies,-122.720721,38.35375
Berk Trade and Business School,-73.931301,40.745064
Berkeley City College,-122.269793,37.87047
Berkeley College-New York,-73.979577,40.754043
Berkeley College-Woodland Park,-74.188765,40.90208
Berklee College of Music,-71.08703,42.346895
Berks Career & Technology Center,-75.999034,40.386863
Berks Technical Institute,-75.976997,40.342994
Berkshire Community College,-73.318843,42.460877
Berry College,-85.189077,34.289254
Best Care Training Institute,-74.220921,40.76522
Bet Medrash Gadol Ateret Torah,-73.969717,40.607697
Beth Hamedrash Shaarei Yosher Institute,-73.981088,40.635503
Beth Hatalmud Rabbinical College,-73.993039,40.605394
Beth Medrash Govoha,-74.220777,40.095461
Beth Medrash Meor Yitzchok,-74.060831,41.10067
Bethany College,-80.560896,40.20567
Bethany College,-97.673173,38.5786
Bethany Global University,-93.372331,44.79777
Bethany Lutheran College,-93.990744,44.166485
Bethany Theological Seminary,-84.9099,39.8265
Bethel College,-76.409141,37.04095
Bethel College-Indiana,-86.191642,41.677671
Bethel College-North Newton,-97.342572,38.07525
Bethel Seminary of the East,-76.859041,38.93445
Bethel Seminary-San Diego,-117.066378,32.765189
Bethel Seminary-St Paul,-93.159786,45.058775
Bethel University,-88.516162,36.139271
Bethel University,-93.159295,45.057091
Bethesda University,-117.941323,33.842295
Bethlehem College & Seminary,-93.255411,44.96915
Bethune-Cookman University,-81.031429,29.210193
Beulah Heights University,-84.358086,33.737022
Bevill State Community College,-87.265034,33.835785
Bexley Hall Seabury Western Theological Seminary Federation,-87.845761,41.98727
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",-87.845761,41.98727
Bexley Seabury Seminary Federation,-82.941401,39.95658
Beyond 21st Century Beauty Academy,-118.040961,33.916943
Beyond Measure Barbering Institute,-79.276499,36.098388
Biblical Theological Seminary,-75.303897,40.281414
Bidwell Training Center Inc,-80.032799,40.458378
Big Bend Community College,-119.318507,47.185083
Big Sandy Community and Technical College,-82.77839,37.687585
Biola University,-118.017342,33.904823
BIR Training Center,-87.719326,41.997066
Birmingham Southern College,-86.853636,33.515453
Birthingway College of Midwifery,-122.538471,45.476809
Birthwise Midwifery School,-70.714191,44.053323
Bishop State Community College,-88.056982,30.693972
Bismarck State College,-100.817975,46.820651
Bitterroot School of Cosmetology,-114.160821,46.278804
BJ's Beauty & Barber College,-122.483623,47.209361
BJ's Beauty & Barber College,-122.223312,47.308073
Black Hawk College,-90.449497,41.475983
Black Hills Beauty College,-103.227827,44.079845
Black Hills State University,-103.870009,44.495536
Black River Technical College,-90.951033,36.239793
Blackburn College,-89.872248,39.288298
Blackfeet Community College,-113.009373,48.551632
Blackhawk Technical College,-89.016161,42.593217
Blackstone Valley Vocational Regional School District,-71.614344,42.164477
Bladen Community College,-78.731749,34.64609
Blades School of Hair Design,-76.484661,38.288782
Blake Austin College,-121.945606,38.378548
Blalock's Professional Beauty College,-93.784351,32.42649
Blessing Hospital School of Medical Laboratory Technology,-91.398646,39.936092
Blessing Hospital School of Radiologic Technology,-91.398901,39.936595
Blessing Rieman College of Nursing,-91.398548,39.935896
Blinn College,-96.409677,30.159713
Bloomfield College,-74.19593,40.794218
Bloomsburg University of Pennsylvania,-76.446383,41.007989
Blue Cliff Career College,-88.114952,30.670281
Blue Cliff College-Alexandria,-92.47662,31.275718
Blue Cliff College-Fayetteville,-94.144491,36.11393
Blue Cliff College-Gulfport,-89.038993,30.442609
Blue Cliff College-Houma,-90.718451,29.59157
Blue Cliff College-Lafayette,-92.011141,30.18811
Blue Cliff College-Metairie,-90.172771,30.002779
Blue Cliff College-Shreveport,-93.724871,32.42408
Blue Hills Regional Technical School,-71.103893,42.181648
Blue Mountain College,-89.02924,34.67209
Blue Mountain Community College,-118.816944,45.677313
Blue Ridge Community and Technical College,-78.002846,39.437618
Blue Ridge Community College,-78.939038,38.279582
Blue Ridge Community College,-82.425544,35.30804
Blue Sky School of Professional Massage and Therapeutic Bodywork,-87.924273,43.288154
Blue Water College of Cosmetology Inc,-82.481754,42.91731
Bluefield College,-81.244879,37.245681
Bluefield State College,-81.235428,37.26688
Bluegrass Community and Technical College,-84.502338,38.024467
Bluffton University,-83.897678,40.896998
Bly's School of Cosmetology,-82.330441,29.6652
Board of Trustees-Mississippi State Institutions of Higher Learning,-90.144689,32.338859
Bob Jones University,-82.36329,34.87402
Boca Beauty Academy,-80.166891,26.36725
Body Therapy Institute,-79.335181,35.77931
Boise Barber College,-116.274287,43.632447
Boise Bible College,-116.290607,43.657437
Boise State University,-116.205789,43.604403
Bold Beauty Academy,-108.539809,45.776744
Bon Secours Memorial College of Nursing,-77.433191,37.646876
Bon Secours St Mary's Hospital School of Medical Imaging,-77.433133,37.646799
Bonnie Joseph Academy of Cosmetology and Barbering,-111.413541,40.505511
Boricua College,-73.9458,40.833434
Borner's Barber College,-118.309291,33.95588
Bos-Man's Barber College,-93.781978,32.442049
Bossier Parish Community College,-93.646881,32.539551
Boston Architectural College,-71.085851,42.34867
Boston Baptist College,-71.1103,42.254037
Boston College,-71.171488,42.337688
Boston Graduate School of Psychoanalysis Inc,-71.133025,42.339481
Boston University,-71.09984,42.349581
Bowdoin College,-69.965241,43.906902
Bowie State University,-76.759721,39.018185
Bowling Green State University-Firelands,-82.594489,41.39808
Bowling Green State University-Main Campus,-83.637531,41.377036
Bradford School,-80.003679,40.432948
Bradford School,-82.911152,40.023505
Bradford-Union Technical Center,-82.123082,29.952134
Bradley University,-89.61462,40.697605
Bramson ORT College,-73.847799,40.721403
Brand College,-118.265551,34.15799
Brandeis University,-71.254716,42.364947
Brandman University,-117.768624,33.655684
Branford Academy of Hair and Cosmetology,-72.853601,41.2763
Branford Hall Career Institute-Albany Campus,-73.84048,42.743118
Branford Hall Career Institute-Amityville,-73.428351,40.70404
Branford Hall Career Institute-Bohemia Campus,-73.093869,40.777825
Branford Hall Career Institute-Branford Campus,-72.848201,41.278557
Branford Hall Career Institute-Jersey City,-74.086457,40.708766
Branford Hall Career Institute-North Brunswick,-74.444265,40.467138
Branford Hall Career Institute-Parsippany,-74.381367,40.861433
Branford Hall Career Institute-Southington Campus,-72.877922,41.602304
Branford Hall Career Institute-Springfield Campus,-72.543347,42.140969
Branford Hall Career Institute-Windsor Campus,-72.702363,41.878055
Branford Hall Career Institute-Woodland Park,-74.210781,40.89088
Brazosport College,-95.409004,29.04836
Brenau University,-83.821513,34.303117
Brensten Education,-88.172381,43.03762
Brescia University,-87.111533,37.768989
Brevard College,-82.729763,35.237657
Brewster Technical College,-82.461722,27.96373
Brewton-Parker College,-82.586136,32.185718
Briar Cliff University,-96.42696,42.526919
Briarcliffe College,-73.495305,40.758196
Bridgeport Hospital School of Nursing,-73.165185,41.189413
Bridgerland Applied Technology College,-111.850619,41.756188
Bridges Beauty College -,-117.60537,34.106691
BridgeValley Community & Technical College,-81.698461,38.353906
Bridgewater College,-78.969011,38.378391
Bridgewater State University,-70.966058,41.987785
Brigham Young University-Hawaii,-157.925358,21.641172
Brigham Young University-Idaho,-111.784728,43.815384
Brigham Young University-Provo,-111.649281,40.250851
Brighton Center's Center for Employment Training,-84.490127,39.092551
Brighton Institute of Cosmetology,-83.743651,42.52102
Brightwood Career Institute-Broomall,-75.355509,39.961925
Brightwood Career Institute-Harrisburg,-76.79169,40.262406
Brightwood Career Institute-Philadelphia,-75.184486,39.954553
Brightwood Career Institute-Philadelphia Mills,-74.964652,40.090076
Brightwood Career Institute-Pittsburgh,-79.996971,40.44424
Brightwood College-Arlington,-97.060591,32.70881
Brightwood College-Bakersfield,-119.03794,35.337339
Brightwood College-Baltimore,-76.665611,39.26069
Brightwood College-Beaumont,-94.156361,30.12551
Brightwood College-Beltsville,-76.913368,39.045646
Brightwood College-Brownsville,-97.502253,25.943132
Brightwood College-Charlotte,-80.752731,35.17702
Brightwood College-Chula Vista,-117.086351,32.63089
Brightwood College-Corpus Christi,-97.439616,27.743307
Brightwood College-Dallas,-96.892044,32.912092
Brightwood College-Dayton,-84.205625,39.70638
Brightwood College-El Paso,-106.327868,31.737748
Brightwood College-Fort Worth,-97.288869,32.748285
Brightwood College-Fresno,-119.708287,36.807193
Brightwood College-Friendswood,-95.162819,29.523396
Brightwood College-Hammond,-87.474172,41.5708
Brightwood College-Houston,-95.4125,29.98361
Brightwood College-Indianapolis,-86.150331,39.70581
Brightwood College-Laredo,-99.474475,27.561588
Brightwood College-Las Vegas,-115.188431,36.14358
Brightwood College-McAllen,-98.207067,26.186109
Brightwood College-Modesto,-121.087326,37.713665
Brightwood College-Nashville,-86.701519,36.142966
Brightwood College-North Hollywood,-118.396131,34.182673
Brightwood College-Palm Springs,-116.519222,33.821901
Brightwood College-Riverside,-117.369777,33.976895
Brightwood College-Sacramento,-121.380453,38.644462
Brightwood College-San Antonio-Ingram,-98.622541,29.46408
Brightwood College-San Antonio-San Pedro,-98.497103,29.512822
Brightwood College-San Diego,-117.133017,32.821707
Brightwood College-Towson,-76.572434,39.401822
Brightwood College-Vista,-117.220816,33.17244
Bristol Community College,-71.120263,41.721337
Bristol Technical Education Center,-72.990101,41.69004
Bristol University,-117.882331,33.79556
Brite Divinity School,-97.361561,32.709543
Brittany Beauty School,-73.897254,40.860986
Brittany Beauty School,-73.515715,40.724766
Broadview Entertainment Arts University,-111.884241,40.71722
Broadview University-Boise,-116.360151,43.58943
Broadview University-Layton,-111.981552,41.068684
Broadview University-Orem,-111.72321,40.314203
Broadview University-West Jordan,-111.92378,40.700265
Broken Arrow Beauty College-Broken Arrow,-95.797476,36.049319
Broken Arrow Beauty College-Tulsa,-95.852824,36.060356
Brookdale Community College,-74.132746,40.324906
Brookhaven College,-96.85016,32.928237
Brookline College-Albuquerque,-106.687499,35.086652
Brookline College-Phoenix,-112.15007,33.525384
Brookline College-Tempe,-111.960894,33.416104
Brookline College-Tucson,-110.876375,32.207932
Brooklyn Law School,-73.990535,40.692662
Brooks Institute,-119.295231,34.33851
Brookstone College-Charlotte,-80.740616,35.327013
Brookstone College-Greensboro,-79.959661,36.077073
Broome Delaware Tioga BOCES-Practical Nursing Program,-75.934739,42.129648
Broward College,-80.23541,26.07972
Brown Aveda Institute-Mentor,-81.324318,41.672002
Brown Aveda Institute-Rocky River,-81.837528,41.482182
Brown College of Court Reporting,-84.389224,33.784536
Brown Mackie College-Akron,-81.590449,41.096846
