"Official.Name","n","LONGITUDE","LATITUDE","College.Univ","X","X.1","Player","Year","Rnd","Pos"
"Clemson University",99,"-82.834463","34.677329","Clemson",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Clemson_University_Tiger_Paw_logo.svg/150px-Clemson_University_Tiger_Paw_logo.svg.png","Charles Bennett",2006,7,"LB"
"Clemson University",99,"-82.834463","34.677329","Clemson",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Clemson_University_Tiger_Paw_logo.svg/150px-Clemson_University_Tiger_Paw_logo.svg.png","Vic Beasley",2015,1,"OLB"
"Clemson University",99,"-82.834463","34.677329","Clemson",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Clemson_University_Tiger_Paw_logo.svg/150px-Clemson_University_Tiger_Paw_logo.svg.png","Stephone Anthony",2015,1,"ILB"
"Clemson University",99,"-82.834463","34.677329","Clemson",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Clemson_University_Tiger_Paw_logo.svg/150px-Clemson_University_Tiger_Paw_logo.svg.png","Dwayne Allen",2012,3,"TE"
"Clemson University",99,"-82.834463","34.677329","Clemson",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Clemson_University_Tiger_Paw_logo.svg/150px-Clemson_University_Tiger_Paw_logo.svg.png","Gaines Adams",2007,1,"DE"
"Clemson University",99,"-82.834463","34.677329","Clemson",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Clemson_University_Tiger_Paw_logo.svg/150px-Clemson_University_Tiger_Paw_logo.svg.png","C.J. Gaddis",2007,5,"DB"
"Coastal Carolina University",5,"-79.012635","33.794722","Coastal Carolina",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Coastal_Carolina_Chanticleers_logo.svg/200px-Coastal_Carolina_Chanticleers_logo.svg.png","Tyler Thigpen",2007,7,"QB"
"Coastal Carolina University",5,"-79.012635","33.794722","Coastal Carolina",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Coastal_Carolina_Chanticleers_logo.svg/200px-Coastal_Carolina_Chanticleers_logo.svg.png","Lorenzo Taliaferro",2014,4,"RB"
"Coastal Carolina University",5,"-79.012635","33.794722","Coastal Carolina",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Coastal_Carolina_Chanticleers_logo.svg/200px-Coastal_Carolina_Chanticleers_logo.svg.png","Jerome Simpson",2008,2,"WR"
"Coastal Carolina University",5,"-79.012635","33.794722","Coastal Carolina",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Coastal_Carolina_Chanticleers_logo.svg/200px-Coastal_Carolina_Chanticleers_logo.svg.png","Josh Norman",2012,5,"DB"
"Coastal Carolina University",5,"-79.012635","33.794722","Coastal Carolina",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Coastal_Carolina_Chanticleers_logo.svg/200px-Coastal_Carolina_Chanticleers_logo.svg.png","Matt Hazel",2014,6,"WR"
"Colgate University",2,"-75.535","42.8188","Colgate",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Colgate_Raiders_logo.svg/175px-Colgate_Raiders_logo.svg.png",NA,NA,NA,NA
"College of William and Mary",11,"-76.709417","37.271997","William & Mary",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/William_%26_Mary_Tribe_logo.svg/250px-William_%26_Mary_Tribe_logo.svg.png","B.W. Webb",2013,4,"DB"
"College of William and Mary",11,"-76.709417","37.271997","William & Mary",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/William_%26_Mary_Tribe_logo.svg/250px-William_%26_Mary_Tribe_logo.svg.png","Adrian Tracy",2010,6,"DE"
"College of William and Mary",11,"-76.709417","37.271997","William & Mary",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/William_%26_Mary_Tribe_logo.svg/250px-William_%26_Mary_Tribe_logo.svg.png","Tre McBride",2015,7,"WR"
"College of William and Mary",11,"-76.709417","37.271997","William & Mary",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/William_%26_Mary_Tribe_logo.svg/250px-William_%26_Mary_Tribe_logo.svg.png","Sean Lissemore",2010,7,"DT"
"Colorado Mesa University",3,"-108.540281","39.076354","Mesa",NA,"https://upload.wikimedia.org/wikipedia/en/e/e7/Colorado_Mesa_University_Mavericks_logo.png",NA,NA,NA,NA
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Shelley Smith",2010,6,"G"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Ty Sambrailo",2015,2,"T"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Weston Richburg",2014,2,"OL"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Clint Oldenburg",2007,5,"T"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Garrett Grayson",2015,3,"QB"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Crockett Gillmore",2014,3,"TE"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","Joel Dreessen",2005,6,"TE"
"Colorado State University-Fort Collins",33,"-105.08083","40.574759","Colorado St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Colorado_State_Rams_wordmark.png/250px-Colorado_State_Rams_wordmark.png","David Anderson",2006,7,"WR"
"Columbia University in the City of New York",1,"-73.961885","40.808286","Columbia",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Columbia_Lions_football_logo.png/200px-Columbia_Lions_football_logo.png",NA,NA,NA,NA
"Concordia University-Saint Paul",1,"-93.154971","44.9502","Concordia-St.Paul (MN)",NA,"https://upload.wikimedia.org/wikipedia/en/c/c8/ConcordiaGoldenBears.png","Zach Moore",2014,6,"DE"
"Cornell University",4,"-76.483489","42.447199","Cornell",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Cornell_%22C%22_logo.svg/100px-Cornell_%22C%22_logo.svg.png","J.C. Tretter",2013,4,"T"
"Cornell University",4,"-76.483489","42.447199","Cornell",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Cornell_%22C%22_logo.svg/100px-Cornell_%22C%22_logo.svg.png","Kevin Boothe",2006,6,"T"
"Dartmouth College",2,"-72.289951","43.70408","Dartmouth",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Dartmouth_Big_Green.svg/107px-Dartmouth_Big_Green.svg.png",NA,NA,NA,NA
"Delaware State University",7,"-75.54053","39.187173","Delaware St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/DelawareStateHornets.png/150px-DelawareStateHornets.png","Rodney Gunter",2015,4,"DT"
"Delta College",2,"-83.985943","43.559491","Delta St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Delta_State_Athletics_logo.png/90px-Delta_State_Athletics_logo.png",NA,NA,NA,NA
"Duke University",16,"-78.94226","36.00159","Duke",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Duke_text_logo.svg/125px-Duke_text_logo.svg.png","Laken Tomlinson",2015,1,"G"
"Duke University",16,"-78.94226","36.00159","Duke",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Duke_text_logo.svg/125px-Duke_text_logo.svg.png","Sean Renfree",2013,7,"QB"
"Duke University",16,"-78.94226","36.00159","Duke",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Duke_text_logo.svg/125px-Duke_text_logo.svg.png","Jamison Crowder",2015,4,"WR"
"Duke University",16,"-78.94226","36.00159","Duke",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Duke_text_logo.svg/125px-Duke_text_logo.svg.png","Ross Cockrell",2014,4,"DB"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","C.J. Wilson",2010,7,"DE"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Guy Whimper",2006,4,"DE"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Linval Joseph",2010,2,"DT"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Chris Johnson",2008,1,"RB"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Dwayne Harris",2011,6,"WR"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Justin Hardy",2015,4,"WR"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Matt Dodge",2010,7,"P"
"East Carolina University",35,"-77.366199","35.606347","East Carolina",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/East_Carolina_Pirates_wordmark.png/200px-East_Carolina_Pirates_wordmark.png","Aundrae Allison",2007,5,"WR"
"East Central University",1,"-96.664196","34.773805","East Central (OK)",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Tigermascotlogo.png/175px-Tigermascotlogo.png","Armonty Bryant",2013,7,"DE"
"East Stroudsburg University of Pennsylvania",1,"-75.172614","40.99622","East Stroudsburg",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/6/65/EStroudsWarriors.png/150px-EStroudsWarriors.png",NA,NA,NA,NA
"East Tennessee State University",2,"-82.366734","36.304077","East Tennessee St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/East_Tennessee_State_Buccaneers_logo.svg/150px-East_Tennessee_State_Buccaneers_logo.svg.png",NA,NA,NA,NA
"Eastern Illinois University",6,"-88.175505","39.483017","East. Illinois",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Eastern_Illinois_Panthers_logo.svg/200px-Eastern_Illinois_Panthers_logo.svg.png","Otis Hudson",2010,5,"T"
"Eastern Illinois University",6,"-88.175505","39.483017","East. Illinois",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Eastern_Illinois_Panthers_logo.svg/200px-Eastern_Illinois_Panthers_logo.svg.png","Jimmy Garoppolo",2014,2,"QB"
"Eastern Kentucky University",17,"-84.301356","37.740396","East. Kentucky",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Eastern_Kentucky_Colonels_logo.svg/200px-Eastern_Kentucky_Colonels_logo.svg.png","Antwaun Molden",2008,3,"DB"
"Eastern Michigan University",5,"-83.624499","42.245751","East. Michigan",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Eastern_Michigan_Eagles_logo.svg/150px-Eastern_Michigan_Eagles_logo.svg.png","Chris Roberson",2005,7,"DB"
"Eastern Michigan University",5,"-83.624499","42.245751","East. Michigan",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Eastern_Michigan_Eagles_logo.svg/150px-Eastern_Michigan_Eagles_logo.svg.png","Jason Jones",2008,2,"DE"
"Eastern New Mexico University-Main Campus",3,"-103.348046","34.179015","East. New Mexico",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Eastern_New_Mexico_Greyhounds_logo.svg/150px-Eastern_New_Mexico_Greyhounds_logo.svg.png",NA,NA,NA,NA
"Eastern Washington University",11,"-117.589371","47.491293","East. Washington",NA,"https://uplhttps://upload.wikimedia.org/wikipedia/en/thumb/8/80/Eastern_Washington_Eagles_logo.svg/160px-Eastern_Washington_Eagles_logo.svg.pngoad.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png","Michael Roos",2005,2,"T"
"Eastern Washington University",11,"-117.589371","47.491293","East. Washington",NA,"https://uplhttps://upload.wikimedia.org/wikipedia/en/thumb/8/80/Eastern_Washington_Eagles_logo.svg/160px-Eastern_Washington_Eagles_logo.svg.pngoad.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png","Jake Rodgers",2015,7,"T"
"Eastern Washington University",11,"-117.589371","47.491293","East. Washington",NA,"https://uplhttps://upload.wikimedia.org/wikipedia/en/thumb/8/80/Eastern_Washington_Eagles_logo.svg/160px-Eastern_Washington_Eagles_logo.svg.pngoad.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png","Taiwan Jones",2011,4,"RB"
"Eastern Washington University",11,"-117.589371","47.491293","East. Washington",NA,"https://uplhttps://upload.wikimedia.org/wikipedia/en/thumb/8/80/Eastern_Washington_Eagles_logo.svg/160px-Eastern_Washington_Eagles_logo.svg.pngoad.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png","Matt Johnson",2012,4,"DB"
"Eastern West Virginia Community and Technical College",1,"-78.93209","39.07539","West Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Eastern_WV_Community_%26_Technical_College.png/220px-Eastern_WV_Community_%26_Technical_College.png",NA,NA,NA,NA
"Elizabeth City State University",2,"-76.210063","36.273539","Elizabeth City St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Ecsu_Viking.png/150px-Ecsu_Viking.png",NA,NA,NA,NA
"Elon University",3,"-79.505632","36.104149","Elon",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png","Chad Nkang",2007,7,"LB"
"Elon University",3,"-79.505632","36.104149","Elon",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png","Aaron Mellette",2013,7,"WR"
"Emporia State University",1,"-96.18014","38.414106","Emporia St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Emporia_State_Athletics_logo.svg/175px-Emporia_State_Athletics_logo.svg.png",NA,NA,NA,NA
"Ferrum College",1,"-80.020864","36.926648","Ferrum",NA,"https://upload.wikimedia.org/wikipedia/en/9/93/Ferrum-College-Seal.png",NA,NA,NA,NA
"Florida Agricultural and Mechanical University",18,"-84.285644","30.428554","Florida A&M",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Florida_A%26M_Rattlers_logo.svg/200px-Florida_A%26M_Rattlers_logo.svg.png","Curtis Holcomb",2011,7,"DB"
"Florida Agricultural and Mechanical University",18,"-84.285644","30.428554","Florida A&M",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Florida_A%26M_Rattlers_logo.svg/200px-Florida_A%26M_Rattlers_logo.svg.png","Brandon Hepburn",2013,7,"LB"
"Florida Atlantic University",6,"-80.102293","26.372536","Florida Atlantic",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png","Rusty Smith",2010,6,"QB"
"Florida Atlantic University",6,"-80.102293","26.372536","Florida Atlantic",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png","D'Joun Smith",2015,3,"CB"
"Florida Atlantic University",6,"-80.102293","26.372536","Florida Atlantic",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png","Keith Reaser",2014,5,"DB"
"Florida Atlantic University",6,"-80.102293","26.372536","Florida Atlantic",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png","Alfred Morris",2012,6,"RB"
"Florida Atlantic University",6,"-80.102293","26.372536","Florida Atlantic",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png","Randell Johnson",2014,7,"LB"
"Florida Atlantic University",6,"-80.102293","26.372536","Florida Atlantic",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png","Rob Housler",2011,3,"TE"
"Florida International University",6,"-80.377591","25.757111","Florida International",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png","Tourek Williams",2013,6,"DE"
"Florida International University",6,"-80.377591","25.757111","Florida International",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png","T.Y. Hilton",2012,3,"WR"
"Florida International University",6,"-80.377591","25.757111","Florida International",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png","Anthony Gaitor",2011,7,"DB"
"Florida International University",6,"-80.377591","25.757111","Florida International",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png","Jonathan Cyprien",2013,2,"DB"
"Florida International University",6,"-80.377591","25.757111","Florida International",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png","Antwan Barnes",2007,4,"LB"
"Florida International University",6,"-80.377591","25.757111","Florida International",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png","Chandler Williams",2007,7,"WR"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Jameis Winston",2015,1,"QB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Kamerion Wimbley",2006,1,"DE"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Vince Williams",2013,6,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Ray Willis",2005,4,"T"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","P.J. Williams",2015,3,"CB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Karlos Williams",2015,5,"RB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Markus White",2011,7,"DE"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Bjoern Werner",2013,1,"DE"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Menelik Watson",2013,2,"T"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Dekoda Watson",2010,7,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Pat Watkins",2006,5,"DB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Leon Washington",2006,4,"RB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Lawrence Timmons",2007,1,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Craphonso Thorpe",2005,4,"WR"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Chris Thompson",2013,5,"RB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Bryan Stork",2014,4,"C"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Telvin Smith",2014,5,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Ernie Sims",2006,1,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Zebrie Sanders",2012,5,"OL"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Patrick Robinson",2010,1,"DB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Xavier Rhodes",2013,1,"DB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Willie Reid",2006,3,"WR"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Christian Ponder",2011,1,"QB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Nick O'Leary",2015,6,"TE"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","A.J. Nicholson",2006,5,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Eric Moore",2005,6,"DE"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Nick Moody",2013,6,"LB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Bryant McFadden",2005,2,"DB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","EJ Manuel",2013,1,"QB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Lamarcus Joyner",2014,2,"DB"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Travis Johnson",2005,1,"DT"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Timmy Jernigan",2014,2,"DT"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Brandon Jenkins",2013,5,"DE"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Tre' Jackson",2015,4,"G"
"Florida State University",166,"-84.294801","30.4421","Florida St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png","Rodney Hudson",2011,2,"C"
