"Official.Name","n","LONGITUDE","LATITUDE","College.Univ","X","X.1","Player","Year","Rnd","Pos"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Michael Toudouze",2006,5,"G"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Herbert Taylor",2007,6,"T"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Marshall Newhouse",2010,5,"G"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Greg McCoy",2012,7,"DB"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Stansly Maponga",2013,5,"DE"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Jeremy Kerley",2011,5,"WR"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Colin Jones",2011,6,"DB"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Jerry Hughes",2010,1,"DE"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Tayo Fabuluje",2015,6,"T"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Paul Dawson",2015,3,"ILB"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Andy Dalton",2011,2,"QB"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Drew Coleman",2006,6,"DB"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Tank Carder",2012,5,"LB"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Marcus Cannon",2011,5,"T"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Josh Boyce",2013,4,"WR"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Anthony Alabi",2005,5,"T"
"Texas Christian University",52,"-97.361537","32.709568","TCU",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/TCU_Athletics_logo.svg/250px-TCU_Athletics_logo.svg.png","Cory Rodgers",2006,4,"WR"
"Texas Southern University",8,"-95.361961","29.722468","Texas Southern",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Texas_Southern_Tigers_logo.svg/200px-Texas_Southern_Tigers_logo.svg.png","Tray Walker",2015,4,"CB"
"Texas State University",12,"-97.936392","29.889202","Texas St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Texas_State_Bobcats_logo.svg/200px-Texas_State_Bobcats_logo.svg.png","David Mayo",2015,5,"LB"
"Texas State University",12,"-97.936392","29.889202","Texas St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Texas_State_Bobcats_logo.svg/200px-Texas_State_Bobcats_logo.svg.png","Craig Mager",2015,3,"CB"
"Texas State University",12,"-97.936392","29.889202","Texas St.",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Texas_State_Bobcats_logo.svg/200px-Texas_State_Bobcats_logo.svg.png","Fred Evans",2006,7,"DT"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Jamar Wall",2010,6,"DB"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Will Smith",2014,7,"LB"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Mike Smith",2005,7,"LB"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Manuel Ramirez",2007,4,"G"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Daniel Loper",2005,5,"T"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Dylan Gandy",2005,4,"G"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Keyunta Dawson",2007,7,"DE"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Baron Batch",2011,7,"RB"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Jace Amaro",2014,2,"TE"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","Joel Filani",2007,6,"WR"
"Texas Tech University",43,"-101.876917","33.580309","Texas Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Texas_Tech_Red_Raiders_Logo.svg/150px-Texas_Tech_Red_Raiders_Logo.svg.png","E.J. Whitley",2006,7,"C"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","T.J. Yeldon",2015,2,"RB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Cornelius Wortham",2005,7,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Michael Williams",2013,7,"TE"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Jesse Williams",2013,5,"DT"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Chance Warmack",2013,1,"G"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Courtney Upshaw",2012,2,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Vinnie Sunseri",2014,5,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Ed Stinson",2014,5,"DE"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Brad Smelley",2012,7,"TE"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Austin Shepherd",2015,7,"T"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","DeMeco Ryans",2006,2,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Ramzee Robinson",2007,7,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Trent Richardson",2012,1,"RB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Charlie Peprah",2006,5,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Jeoffrey Pagan",2014,6,"DE"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Kevin Norwood",2014,4,"WR"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","C.J. Mosley",2014,1,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Dee Milliner",2013,1,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","DeQuan Menzie",2012,5,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Greg McElroy",2011,7,"QB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Rolando McClain",2010,1,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Le'Ron McClain",2007,4,"RB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","A.J. McCarron",2014,5,"QB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Evan Mathis",2005,3,"G"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Eddie Lacy",2013,2,"RB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Cyrus Kouandjio",2014,2,"T"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Arie Kouandjio",2015,4,"G"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Dre Kirkpatrick",2012,1,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Julio Jones",2011,1,"WR"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Barrett Jones",2013,4,"G"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Nico Johnson",2013,4,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Mike Johnson",2010,3,"G"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Marquis Johnson",2010,7,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Kareem Jackson",2010,1,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Mark Ingram",2011,1,"RB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Dont'a Hightower",2012,1,"LB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Roman Harper",2006,2,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Jalston Fowler",2015,4,"FB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","D.J. Fluker",2013,1,"T"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Xzavier Dickson",2015,7,"OLB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Quinton Dial",2013,5,"DE"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Brandon Deaderick",2010,7,"DE"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Marcell Dareus",2011,1,"DT"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Kenneth Darby",2007,7,"RB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Brodie Croyle",2006,3,"QB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Amari Cooper",2015,1,"WR"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Landon Collins",2015,2,"SS"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Terrence Cody",2010,2,"DT"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Ha Ha Clinton-Dix",2014,1,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Josh Chapman",2012,5,"NT"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","James Carpenter",2011,1,"T"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Anthony Bryant",2005,6,"DT"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Wesley Britt",2005,5,"T"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Mark Barron",2012,1,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Javier Arenas",2010,2,"DB"
"The University of Alabama",126,"-87.545766","33.2144","Alabama",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alabama_Crimson_Tide_Logo.svg/91px-Alabama_Crimson_Tide_Logo.svg.png","Mark Anderson",2006,5,"DE"
"The University of Findlay",1,"-83.652067","41.05441","Findlay",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Findlay_Oilers_logo.svg/200px-Findlay_Oilers_logo.svg.png",NA,NA,NA,NA
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Jimmy Wilson",2011,7,"DB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Jordan Tripp",2014,5,"LB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Shann Schillinger",2010,6,"DB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Caleb McSurdy",2012,7,"LB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Marc Mariani",2010,7,"WR"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Trumaine Johnson",2012,3,"DB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Lex Hilliard",2008,6,"RB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Justin Green",2005,5,"FB"
"The University of Montana",16,"-113.98294","46.861074","Montana",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png","Kroy Biermann",2008,5,"LB"
"The University of Tennessee-Chattanooga",1,"-85.299812","35.048247","Chattanooga",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Chattanooga_Mocs_logo.svg/200px-Chattanooga_Mocs_logo.svg.png",NA,NA,NA,NA
"The University of Tennessee-Knoxville",2,"-83.929696","35.955093","Knoxville",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/UT_Volunteers_logo.svg/120px-UT_Volunteers_logo.svg.png",NA,NA,NA,NA
"The University of Tennessee-Martin",6,"-88.864211","36.340338","Tenn-Martin",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/UT_Martin_Skyhawks_logo.svg/200px-UT_Martin_Skyhawks_logo.svg.png","Montori Hughes",2013,5,"DT"
"The University of Texas at Arlington",3,"-97.115087","32.728437","Texas-Arlington",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/3/35/UT_Arlington_Mavericks_logo.svg/200px-UT_Arlington_Mavericks_logo.svg.png",NA,NA,NA,NA
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Vince Young",2006,1,"QB"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Rodrique Wright",2006,7,"DT"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Aaron Williams",2011,2,"DB"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Kenny Vaccaro",2013,1,"DB"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Mykkele Thompson",2015,5,"S"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Earl Thomas",2010,1,"DB"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","David Thomas",2006,3,"TE"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Limas Sweed",2008,2,"WR"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Geoff Swaim",2015,7,"TE"
"The University of Texas at Austin",105,"-97.73924","30.286598","Texas",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Texas_Longhorn_logo.svg/200px-Texas_Longhorn_logo.svg.png","Kasey Studdard",2007,6,"G"
