East Central (OK),East Central University,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Tigermascotlogo.png/175px-Tigermascotlogo.png
East Tennessee St.,East Tennessee State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/East_Tennessee_State_Buccaneers_logo.svg/150px-East_Tennessee_State_Buccaneers_logo.svg.png
East. Illinois,Eastern Illinois University,,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Eastern_Illinois_Panthers_logo.svg/200px-Eastern_Illinois_Panthers_logo.svg.png
East. Kentucky,Eastern Kentucky University,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Eastern_Kentucky_Colonels_logo.svg/200px-Eastern_Kentucky_Colonels_logo.svg.png
East. Michigan,Eastern Michigan University,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Eastern_Michigan_Eagles_logo.svg/150px-Eastern_Michigan_Eagles_logo.svg.png
East. New Mexico,Eastern New Mexico University-Main Campus,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Eastern_New_Mexico_Greyhounds_logo.svg/150px-Eastern_New_Mexico_Greyhounds_logo.svg.png
East. Washington,Eastern Washington University,,https://uplhttps://upload.wikimedia.org/wikipedia/en/thumb/8/80/Eastern_Washington_Eagles_logo.svg/160px-Eastern_Washington_Eagles_logo.svg.pngoad.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png
Elon,Elon University,,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/200px-Elon_Phoenix_logo.svg.png
Florida,University of Florida,,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Florida_Gators_logo.svg/200px-Florida_Gators_logo.svg.png
Florida A&M,Florida Agricultural and Mechanical University,,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Florida_A%26M_Rattlers_logo.svg/200px-Florida_A%26M_Rattlers_logo.svg.png
Florida Atlantic,Florida Atlantic University,,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/250px-Florida_Atlantic_Owls_logo.svg.png
Florida International,Florida International University,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/FIU_Panthers.svg/175px-FIU_Panthers.svg.png
Florida St.,Florida State University,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/200px-Florida_State_Seminoles_logo.svg.png
Fordham,Fordham University,,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/FordhamRams.png/200px-FordhamRams.png
Fort Valley St.,Fort Valley State University,,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Fort_Valley_State_University_seal.png/150px-Fort_Valley_State_University_seal.png
Fresno St.,California State University-Fresno,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Fresno_State_Bulldogs_Logo.svg/200px-Fresno_State_Bulldogs_Logo.svg.png
Furman,Furman University,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Furman_Paladins_logo.svg/175px-Furman_Paladins_logo.svg.png
Gardner-Webb,Gardner-Webb University,,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/GardnerWebbRunninBulldogs.png/220px-GardnerWebbRunninBulldogs.png
Georgia,University of Georgia,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/UGA_logo.svg/200px-UGA_logo.svg.png
Georgia Southern,Georgia Southern University,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Georgia_Southern_Eagles_logo.svg/200px-Georgia_Southern_Eagles_logo.svg.png
Georgia St.,Georgia State University,,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Georgia_State_Athletics_logo.svg/150px-Georgia_State_Athletics_logo.svg.png
Georgia Tech,Georgia Institute of Technology-Main Campus,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Georgia_Tech_Outline_Interlocking_logo.svg/200px-Georgia_Tech_Outline_Interlocking_logo.svg.png
Grambling St.,Grambling State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Grambling_State_Tigers_logo.png/200px-Grambling_State_Tigers_logo.png
Grand Valley St.,Grand Valley State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Grand_Valley_State_Lakers_logo.svg/200px-Grand_Valley_State_Lakers_logo.svg.png
Hampton,Hampton University,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Hampton_Pirates_logo.png/150px-Hampton_Pirates_logo.png
Harding,Harding University,,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/HardingBison.png/250px-HardingBison.png
Harvard,Harvard University,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Harvard_Crimson_logo.svg/200px-Harvard_Crimson_logo.svg.png
Hawaii,University of Hawaii at Manoa,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Hawaii_Warriors_Logo.svg/200px-Hawaii_Warriors_Logo.svg.png
Hillsdale,Hillsdale College,,https://upload.wikimedia.org/wikipedia/en/6/6c/Hillsdale_College_seal.jpg
Hobart,Hobart William Smith Colleges,,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Hobart_%26_William_Smith_Colleges_seals.png/200px-Hobart_%26_William_Smith_Colleges_seals.png
Hofstra,Hofstra University,,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Hofstra_Pride_logo.svg/200px-Hofstra_Pride_logo.svg.png
Houston,University of Houston,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Houston_Cougars_logo.svg/150px-Houston_Cougars_logo.svg.png
Howard,Howard College,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Howard_University_seal.svg/150px-Howard_University_seal.svg.png
Howard Payne,Howard Payne University,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Howard_Payne_University_seal.png/200px-Howard_Payne_University_seal.png
Idaho,University of Idaho,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/University_of_Idaho_Vandals_logo.svg/200px-University_of_Idaho_Vandals_logo.svg.png
Idaho St.,Idaho State University,,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Idaho_State_Bengals_logo.svg/200px-Idaho_State_Bengals_logo.svg.png
Illinois,University of Illinois at Urbana-Champaign,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Illinois_Fighting_Illini_logo.svg/200px-Illinois_Fighting_Illini_logo.svg.png
Illinois St.,Illinois State University,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Illinois_State_Athletics_logo.svg/200px-Illinois_State_Athletics_logo.svg.png
Indiana,Indiana University-Bloomington,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Indiana_Hoosiers_logo.svg/100px-Indiana_Hoosiers_logo.svg.png
Indiana (PA),Indiana University of Pennsylvania-Main Campus,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/IUPcrimson-hawk.png/100px-IUPcrimson-hawk.png
Indiana St.,Indiana State University,,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Indiana_State_Sycamores_logo.svg/200px-Indiana_State_Sycamores_logo.svg.png
Iowa,University of Iowa,,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Iowa_Hawkeyes_logo.svg/200px-Iowa_Hawkeyes_logo.svg.png
Iowa St.,Iowa State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Iowa_State_Cyclones_logo.svg/200px-Iowa_State_Cyclones_logo.svg.png
Itawamba JC,Itawamba Community College,,
Jackson St.,Jackson State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/JacksonStateTigers.png/200px-JacksonStateTigers.png
Jacksonville St.,Jacksonville State University,,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Jacksonville_State_Gamecocks_logo.svg/200px-Jacksonville_State_Gamecocks_logo.svg.png
James Madison,James Madison University,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/James_Madison_University_Athletics_logo.svg/250px-James_Madison_University_Athletics_logo.svg.png
Jamestown,Jamestown Community College,,
Kansas,University of Kansas,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/University_of_Kansas_Jayhawk_logo.svg/200px-University_of_Kansas_Jayhawk_logo.svg.png
Kansas St.,Kansas State University,,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/KSUWildcats_logo.svg/200px-KSUWildcats_logo.svg.png
Kent St.,Kent State University at Kent,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Kent_State_athletic_logo.svg/200px-Kent_State_athletic_logo.svg.png
Kentucky,University of Kentucky,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Kentucky_Wildcats_logo.svg/200px-Kentucky_Wildcats_logo.svg.png
Kentucky St.,Kentucky State University,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/KSUThorobreds.png/200px-KSUThorobreds.png
Knoxville,The University of Tennessee-Knoxville,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/UT_Volunteers_logo.svg/120px-UT_Volunteers_logo.svg.png
Kutztown Pennsylvania,Kutztown University of Pennsylvania,,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/KU_Golden_Bears_logo.png/200px-KU_Golden_Bears_logo.png
La-Lafayette,University of Louisiana at Lafayette,,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Ragin_Cajuns_logo.svg/200px-Ragin_Cajuns_logo.svg.png
La-Monroe,University of Louisiana at Monroe,,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Louisiana%E2%80%93Monroe_Warhawks_logo.svg/200px-Louisiana%E2%80%93Monroe_Warhawks_logo.svg.png
Lane College,Lane College,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/LaneDragons.png/220px-LaneDragons.png
Langston,Langston University,,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Langstonuniversitylogo.png/100px-Langstonuniversitylogo.png
Lehigh,Lehigh University,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/LUwithShield-CMYK.svg/150px-LUwithShield-CMYK.svg.png
Lenoir-Rhyne,Lenoir-Rhyne University,,https://upload.wikimedia.org/wikipedia/en/1/10/Lenoir-Rhyne_Athletic_Logo.png
Liberty,Liberty University,,https://upload.wikimedia.org/wikipedia/en/c/c7/Liberty_University_seal.png
Lindenwood,Lindenwood University,,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Lindenwood_Lions_logo.svg/200px-Lindenwood_Lions_logo.svg.png
Livingstone,Livingstone College,,https://upload.wikimedia.org/wikipedia/en/b/b2/LivingstoneBlueBears.png
Long Beach CC,Long Beach City College,,
Louisiana Tech,Louisiana Tech University,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/LA_Tech_Athletics_Logo.svg/200px-LA_Tech_Athletics_Logo.svg.png
Louisville,University of Louisville,,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Louisville_Cardinals_logo.svg/175px-Louisville_Cardinals_logo.svg.png
LSU,Louisiana State University-System Office,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Louisiana_State_University_%28block_logo%29.svg/250px-Louisiana_State_University_%28block_logo%29.svg.png
Maine,University of Maine,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/University_of_Maine_seal.png/150px-University_of_Maine_seal.png
Marist,Marist College,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Marist_College_Seal_-_Vector.svg/150px-Marist_College_Seal_-_Vector.svg.png
Mars Hill,Mars Hill University,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/MarsHillCollege_Seal.png/150px-MarsHillCollege_Seal.png
Marshall,Marshall University,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Marshall_Thundering_Herd_logo.svg/200px-Marshall_Thundering_Herd_logo.svg.png
Maryland,University of Maryland-College Park,,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/University_of_Maryland_Seal.svg/150px-University_of_Maryland_Seal.svg.png
Massachusetts,University of Massachusetts-Amherst,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/UMass_primary_logo.png/200px-UMass_primary_logo.png
McNeese St.,McNeese State University,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/McNeese_State_Athletics_logo.svg/150px-McNeese_State_Athletics_logo.svg.png
Memphis,University of Memphis,,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/MemphisTigers.svg/175px-MemphisTigers.svg.png
Miami (FL),University of Miami,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Miami_Hurricanes_logo.svg/200px-Miami_Hurricanes_logo.svg.png
Miami (OH),Miami University-Oxford,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Miami_Redhawks_logo.svg/200px-Miami_Redhawks_logo.svg.png
Michigan,University of Michigan-Ann Arbor,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Michigan_Wolverines_logo.svg/200px-Michigan_Wolverines_logo.svg.png
Michigan St.,Michigan State University,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Michigan_State_Spartan_Helmet.svg/175px-Michigan_State_Spartan_Helmet.svg.png
Michigan Tech,Michigan Technological University,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Michigan_Tech_Athletics_logo.svg/200px-Michigan_Tech_Athletics_logo.svg.png
Middle Tenn. St.,Middle Tennessee State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Middle_Tennessee_Athletics_logo.svg/200px-Middle_Tennessee_Athletics_logo.svg.png
Midwestern St.,Midwestern State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Midwestern_State_Mustangs_logo.png/200px-Midwestern_State_Mustangs_logo.png
Minnesota,University of Minnesota-Twin Cities,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Minnesota_Golden_Gophers_logo.svg/200px-Minnesota_Golden_Gophers_logo.svg.png
Mississippi,University of Mississippi,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ole_Miss_Rebels_logo.svg/200px-Ole_Miss_Rebels_logo.svg.png
Mississippi Delta CC,Mississippi Delta Community College,,
Mississippi St.,Mississippi State University,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mississippi_State_Bulldogs_logo.svg/150px-Mississippi_State_Bulldogs_logo.svg.png
Missouri,University of Missouri-Kansas City,,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/UMKC_Kangaroos_logo.svg/250px-UMKC_Kangaroos_logo.svg.png
Missouri Southern,Missouri Southern State University,,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Missouri_Southern_Lions_logo.svg/175px-Missouri_Southern_Lions_logo.svg.png
Missouri State,Missouri State University-West Plains,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Missouri_State_Athletics_logo.svg/200px-Missouri_State_Athletics_logo.svg.png
Missouri West.,Missouri Western State University,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Missouri_Western_Griffons_logo.svg/200px-Missouri_Western_Griffons_logo.svg.png
Missouri Western St.,Missouri Western State University,,
Monmouth,Monmouth University,,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Monmouth_Athletics_Primary_2014.png/200px-Monmouth_Athletics_Primary_2014.png
Montana,The University of Montana,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/200px-Montana_Griz_logo.svg.png
Montana St.,Montana State University,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Montana_State_Bobcats_logo.svg/200px-Montana_State_Bobcats_logo.svg.png
Morehouse,Morehouse College,,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/MorehouseTigers.png/220px-MorehouseTigers.png
Mount San Antonio JC,Mt San Antonio College,,
Mount Union,University of Mount Union,,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/University_of_Mount_Union_seal.png/200px-University_of_Mount_Union_seal.png
Murray St.,Murray State College,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Murray_State_Racers_logo.svg/150px-Murray_State_Racers_logo.svg.png
Navy,United States Naval Academy,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Navy_Athletics_logo.svg/150px-Navy_Athletics_logo.svg.png
Nebraska,University of Nebraska-Lincoln,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Nebraska_Cornhuskers_logo.svg/100px-Nebraska_Cornhuskers_logo.svg.png
Nebraska-Omaha,University of Nebraska at Omaha,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Omaha_Mavericks_logo.svg/150px-Omaha_Mavericks_logo.svg.png
Nevada,University of Nevada-Reno,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Nevada_Wolf_Pack_Logo.svg/200px-Nevada_Wolf_Pack_Logo.svg.png
