"Year","Rnd","Pick","Player","Pos","Cmp","Pass_Att","Pass_Yds","Pass_Int","Rush_Att","Rush_Yds","Rush_TDs","Rec","Rec_Yds","Rec_Tds","Tkl","Def_Int","Sk","Team","GenPos"
1997,6,178,"Daniel Palmer","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
