Player_Id,Year,Rnd,Pick,Tm,Player,Pos,Position.Standard,First4AV,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_Tds,Tkl,Def_Int,Sk,Official.Name,LONGITUDE,LATITUDE
gramamar01,1999,3,80,TAM,Martin Gramatica,K,K,17,23,2008,0,1,0,17,15,109,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,,Kansas State University,-96.581077,39.188616
GaskPe20,1996,4,105,STL,Percell Gaskins,LB,LB,3,24,1997,0,0,0,3,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,,Kansas State University,-96.581077,39.188616
FiguYa00,2007,3,74,BAL,Yamon Figurs,WR,WR,2,24,2010,0,0,0,2,2,34,NA,NA,NA,NA,NA,3,-7,0,5,103,1,4,NA,,Kansas State University,-96.581077,39.188616
FataMa20,2001,5,133,ARI,Mario Fatafehi,DT,DT,14,22,2004,0,0,1,14,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,5,Kansas State University,-96.581077,39.188616
FaggDe20,2002,6,173,HOU,Demarcus Faggins,DB,DB,11,23,2009,0,0,2,14,14,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,5,1,Kansas State University,-96.581077,39.188616
EvanRa00,2015,6,196,PHI,Randall Evans,CB,DB,0,23,2015,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kansas State University,-96.581077,39.188616
DileZa99,2007,7,218,HOU,Zach Diles,LB,LB,15,22,2014,0,0,3,15,14,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,1,1,Kansas State University,-96.581077,39.188616
CoopJa20,2001,5,143,CAR,Jarrod Cooper,DB,DB,7,23,2007,0,0,1,8,2,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,1.5,Kansas State University,-96.581077,39.188616
ColeAn00,1994,3,70,SDG,Andre Coleman,WR,WR,10,22,1998,0,0,1,10,10,58,NA,NA,NA,NA,NA,2,0,0,43,602,3,NA,NA,,Kansas State University,-96.581077,39.188616
ClarJe20,2006,6,187,SDG,Jeromey Clary,T,T,39,22,2013,0,0,6,48,48,103,NA,NA,NA,NA,NA,NA,NA,NA,1,-8,0,7,NA,,Kansas State University,-96.581077,39.188616
ChapLa20,2000,5,146,CLE,Lamar Chapman,DB,DB,1,23,2001,0,0,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,,Kansas State University,-96.581077,39.188616
CartRo01,2002,7,257,WAS,Rock Cartwright,FB,FB,8,22,2011,0,0,0,10,10,154,NA,NA,NA,NA,NA,228,956,6,64,589,2,75,NA,,Kansas State University,-96.581077,39.188616
CantCh20,1997,1,29,NWE,Chris Canty,DB,DB,6,21,2000,0,0,1,6,5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,4,3,Kansas State University,-96.581077,39.188616
ButlJe20,2001,5,145,STL,Jerametrius Butler,DB,DB,16,22,2007,0,0,2,17,16,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,9,,Kansas State University,-96.581077,39.188616
BrowBr02,2012,7,229,PHI,Bryce Brown,RB,RB,9,21,2015,0,0,0,8,6,42,NA,NA,NA,NA,NA,251,1076,7,37,316,0,1,NA,,Kansas State University,-96.581077,39.188616
BrowAr00,2013,2,56,BAL,Arthur Brown,LB,LB,2,23,2016,0,0,0,2,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0.5,Kansas State University,-96.581077,39.188616
BrooBa20,1995,2,58,PHI,Barrett Brooks,T,T,29,23,2005,0,0,4,29,19,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kansas State University,-96.581077,39.188616
BishMi00,1999,7,227,NWE,Michael Bishop,QB,QB,0,23,2000,0,0,0,0,0,8,3,9,80,1,1,7,-1,0,NA,NA,NA,NA,NA,,Kansas State University,-96.581077,39.188616
BeisMo20,2001,4,107,KAN,Monty Beisel,LB,LB,9,23,2009,0,0,0,11,5,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,2,4.5,Kansas State University,-96.581077,39.188616
,2007,6,186,SFO,Thomas Clayton,RB,RB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kansas State University,-96.581077,39.188616
,2002,7,254,TAM,Aaron Lockett,WR,WR,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kansas State University,-96.581077,39.188616
,1995,4,111,MIN,Chad May,QB,QB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kansas State University,-96.581077,39.188616
YounUs99,2007,3,66,NOR,Usama Young,DB,DB,10,22,2014,0,0,2,16,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,8,6,Kent State University at Kent,-81.342253,41.146856
WintBr00,2013,3,72,NYJ,Brian Winters,G,G,11,22,2016,0,0,2,11,11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,Kent State University at Kent,-81.342253,41.146856
WillJa96,2008,4,119,DEN,Jack Williams,DB,DB,2,23,2009,0,0,0,2,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,,Kent State University at Kent,-81.342253,41.146856
SantO.00,1997,3,70,ATL,O.J. Santiago,TE,TE,0,23,2003,0,0,4,10,9,78,NA,NA,NA,NA,NA,NA,NA,NA,81,1041,9,2,NA,,Kent State University at Kent,-81.342253,41.146856
KonzJa00,2010,7,245,SEA,Jameson Konz,TE,TE,0,24,2011,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kent State University at Kent,-81.342253,41.146856
HallBo20,1998,2,53,ATL,Bob Hallen,G,G,21,23,2005,0,0,3,22,15,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kent State University at Kent,-81.342253,41.146856
BakeEu00,1999,5,164,ATL,Eugene Baker,WR,WR,1,23,2004,0,0,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,7,118,0,NA,NA,,Kent State University at Kent,-81.342253,41.146856
ArchDr00,2014,3,97,PIT,Dri Archer,WR,WR,0,23,2015,0,0,0,0,0,20,NA,NA,NA,NA,NA,10,40,0,7,23,0,NA,NA,,Kent State University at Kent,-81.342253,41.146856
,2000,6,204,PIT,Jason Gavadza,TE,TE,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Kent State University at Kent,-81.342253,41.146856
YeasCr00,1999,4,98,CIN,Craig Yeast,WR,WR,4,22,2001,0,0,0,4,4,35,NA,NA,NA,NA,NA,3,-1,0,27,321,0,NA,NA,,University of Kentucky,-84.505653,38.035818
WoodAn00,2008,6,198,NYG,Andre Woodson,QB,QB,0,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Kentucky,-84.505653,38.035818
WillMo00,1996,3,75,MIN,Moe Williams,RB,RB,5,22,2005,0,0,0,28,24,132,NA,NA,NA,NA,NA,435,1826,21,154,1511,4,26,NA,,University of Kentucky,-84.505653,38.035818
WillAv00,2014,5,151,TEN,Avery Williamson,LB,LB,12,22,2016,0,0,3,12,12,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,2,8.5,University of Kentucky,-84.505653,38.035818
WhalJa00,2000,5,157,TAM,James Whalen,TE,TE,1,22,2003,0,0,0,1,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,17,152,0,16,NA,,University of Kentucky,-84.505653,38.035818
WarfLa00,2013,3,65,DET,Larry Warford,G,G,20,22,2016,0,0,4,19,19,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,,University of Kentucky,-84.505653,38.035818
WardCh21,1997,7,205,BAL,Chris Ward,DE,DE,0,23,1997,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,University of Kentucky,-84.505653,38.035818
TrevDa00,2012,6,188,DEN,Danny Trevathan,LB,LB,21,22,2016,0,0,2,20,20,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,5,4,University of Kentucky,-84.505653,38.035818
TammJa00,2008,4,127,IND,Jacob Tamme,TE,TE,12,23,2016,0,0,2,19,7,130,NA,NA,NA,NA,NA,NA,NA,NA,259,2570,14,17,NA,,University of Kentucky,-84.505653,38.035818
SmitZa00,2015,4,122,BAL,Za'Darius Smith,DE,DE,2,23,2016,0,0,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,6.5,University of Kentucky,-84.505653,38.035818
SamuTe20,1994,6,172,ARI,Terry Samuels,TE,TE,0,24,1995,0,0,0,0,0,20,NA,NA,NA,NA,NA,1,1,0,10,76,0,NA,NA,,University of Kentucky,-84.505653,38.035818
RuskRe20,1996,7,221,TAM,Reggie Rusk,DB,DB,1,23,2000,0,0,0,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,1,University of Kentucky,-84.505653,38.035818
PeteCo00,2010,3,83,ATL,Corey Peters,DT,DT,27,22,2016,0,0,3,25,25,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,1,11,University of Kentucky,-84.505653,38.035818
MoorMa23,1994,7,222,NWE,Marty Moore,LB,LB,10,23,2001,0,0,1,13,9,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,3,1,University of Kentucky,-84.505653,38.035818
McCrMa20,2001,7,233,JAX,Marlon McCree,DB,DB,27,24,2008,0,0,6,36,11,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,16,3,University of Kentucky,-84.505653,38.035818
McCoQu00,2001,7,236,ATL,Quentin McCord,WR,WR,5,23,2003,0,0,0,5,5,25,NA,NA,NA,NA,NA,4,13,0,23,427,1,7,NA,,University of Kentucky,-84.505653,38.035818
LindTr99,2010,4,105,PHI,Trevard Lindley,DB,DB,1,24,2010,0,0,0,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,,University of Kentucky,-84.505653,38.035818
KellEr20,2001,3,69,MIN,Eric Kelly,DB,DB,9,24,2003,0,0,1,9,9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,3,,University of Kentucky,-84.505653,38.035818
JohnSt00,2008,7,224,BUF,Steve Johnson,WR,WR,26,22,2015,0,0,5,33,29,99,NA,NA,NA,NA,NA,2,16,0,381,4764,34,8,NA,,University of Kentucky,-84.505653,38.035818
JohnMe20,1995,2,43,TAM,Melvin Johnson,DB,DB,14,23,1998,0,0,1,13,13,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,4,1,University of Kentucky,-84.505653,38.035818
JohnDe22,2002,3,98,ARI,Dennis Johnson,DE,DE,5,22,2004,0,0,1,5,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,3,University of Kentucky,-84.505653,38.035818
HileVa20,1997,5,141,CHI,Van Hiles,DB,DB,1,21,1997,0,0,0,1,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,University of Kentucky,-84.505653,38.035818
GuyxWi00,2012,6,181,SEA,Winston Guy,DB,DB,3,22,2016,0,0,0,3,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,2,University of Kentucky,-84.505653,38.035818
DuprAl00,2015,1,22,PIT,Bud Dupree,OLB,LB,3,22,2016,0,0,0,3,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,4,University of Kentucky,-84.505653,38.035818
CoucTi00,1999,1,1,CLE,Tim Couch,QB,QB,32,22,2003,0,0,4,30,30,62,1025,1714,11131,64,67,124,556,2,2,-13,0,1,NA,,University of Kentucky,-84.505653,38.035818
ConnJo00,2010,5,139,NYJ,John Conner,RB,RB,0,23,2014,0,0,1,0,0,62,NA,NA,NA,NA,NA,27,108,2,12,84,1,2,NA,,University of Kentucky,-84.505653,38.035818
CobbRa00,2011,2,64,GNB,Randall Cobb,WR,WR,46,21,2016,0,1,2,43,43,77,0,1,0,0,0,50,335,0,354,4395,34,5,NA,,University of Kentucky,-84.505653,38.035818
BurtKe00,2008,4,128,STL,Keenan Burton,WR,WR,3,23,2009,0,0,0,3,3,22,NA,NA,NA,NA,NA,3,8,0,38,425,1,4,NA,,University of Kentucky,-84.505653,38.035818
,2005,3,92,IND,Vincent Burns,DE,DE,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Kentucky,-84.505653,38.035818
,2004,7,244,BAL,Derek Abney,WR,WR,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Kentucky,-84.505653,38.035818
,1998,7,234,SDG,Kio Sanford,WR,WR,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Kentucky,-84.505653,38.035818
,1994,7,207,SDG,Zane Beehn,LB,LB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Kentucky,-84.505653,38.035818
WymaDe20,1996,6,206,NWE,Devin Wyman,DT,DT,2,23,1997,0,0,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,Kentucky State University,-84.855488,38.201056
ScotCa20,2001,6,189,MIN,Carey Scott,DB,DB,0,23,2003,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,Kentucky State University,-84.855488,38.201056
HuntCl20,1999,3,94,GNB,Cletidus Hunt,DT,DT,25,23,2004,0,0,3,28,28,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,17,Kentucky State University,-84.855488,38.201056
JackGr20,1997,6,193,OAK,Grady Jackson,DT,DT,20,24,2009,0,0,8,49,17,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,35.5,The University of Tennessee-Knoxville,-83.929696,35.955093
,1997,7,219,IND,Clarence Thompson,DB,DB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Tennessee-Knoxville,-83.929696,35.955093
MoblJo20,1996,1,15,DEN,John Mobley,LB,LB,40,22,2003,1,0,5,52,52,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,5,10.5,Kutztown University of Pennsylvania,-75.785426,40.513705
ThomOr20,1995,2,42,MIN,Orlando Thomas,DB,DB,35,22,2001,0,0,6,37,37,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,22,1.5,University of Louisiana at Lafayette,-92.01941,30.215283
StokBr00,1999,4,105,BAL,Brandon Stokley,WR,WR,11,23,2013,0,0,2,45,5,152,NA,NA,NA,NA,NA,9,32,0,397,5339,39,18,NA,,University of Louisiana at Lafayette,-92.01941,30.215283
RingCh00,2015,6,210,GNB,Christian Ringo,DE,DE,0,23,2016,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,University of Louisiana at Lafayette,-92.01941,30.215283
HillKe21,1996,6,179,NOR,Keno Hills,G,G,3,23,1998,0,0,0,3,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Louisiana at Lafayette,-92.01941,30.215283
FranBr20,2002,7,258,CAR,Brad Franklin,DB,DB,0,22,2003,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,,University of Louisiana at Lafayette,-92.01941,30.215283
DaviHa21,2010,5,149,STL,Hall Davis,DE,DE,0,23,2010,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Louisiana at Lafayette,-92.01941,30.215283
ClemAn20,1998,2,36,ARI,Anthony Clement,T,T,19,22,2007,0,0,6,40,23,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Louisiana at Lafayette,-92.01941,30.215283
BrowC.20,2005,6,188,HOU,C.C. Brown,DB,DB,0,22,2011,0,0,3,19,14,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,3,1,University of Louisiana at Lafayette,-92.01941,30.215283
WillSt00,1996,3,94,DAL,Stepfret Williams,WR,WR,3,23,1998,0,0,0,3,2,26,NA,NA,NA,NA,NA,NA,NA,NA,37,421,2,NA,NA,,University of Louisiana at Monroe,-92.073855,32.527957
WhigLa00,1994,4,110,SEA,Larry Whigham,DB,DB,9,22,2002,0,2,0,13,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,4,5,University of Louisiana at Monroe,-92.073855,32.527957
PaynKe99,2007,5,167,CHI,Kevin Payne,DB,DB,11,23,2009,0,0,1,11,11,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,4,1,University of Louisiana at Monroe,-92.073855,32.527957
KingSh20,1995,2,36,CAR,Shawn King,DE,DE,11,23,1999,0,0,1,10,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,8.5,University of Louisiana at Monroe,-92.073855,32.527957
HarrCh20,2005,6,181,CHI,Chris Harris,DB,DB,31,23,2012,0,0,5,41,22,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,16,1,University of Louisiana at Monroe,-92.073855,32.527957
FolsJa20,1994,2,52,RAI,James Folston,LB,LB,8,23,2000,0,0,0,8,8,84,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,38,NA,3,University of Louisiana at Monroe,-92.073855,32.527957
FoleSt21,1998,3,75,CIN,Steve Foley,LB,LB,18,23,2005,0,0,5,30,16,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,3,25,University of Louisiana at Monroe,-92.073855,32.527957
DennPa20,2000,5,162,KAN,Pat Dennis,DB,DB,8,22,2004,0,0,0,8,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1,,University of Louisiana at Monroe,-92.073855,32.527957
BookMa00,1999,3,78,CHI,Marty Booker,WR,WR,31,23,2009,0,1,7,47,30,157,3,10,126,2,0,18,41,0,539,6703,37,11,NA,,University of Louisiana at Monroe,-92.073855,32.527957
BarnLi20,1999,6,176,STL,Lionel Barnes,DE,DE,1,23,2004,0,0,0,3,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,University of Louisiana at Monroe,-92.073855,32.527957
JoneJa03,2007,3,73,HOU,Jacoby Jones,WR,WR,21,23,2015,1,1,2,30,18,128,NA,NA,NA,NA,NA,19,62,0,203,2733,14,8,NA,,Lane College,-88.806832,35.628197
ScarNo20,1999,7,236,MIN,Noel Scarlett,DT,DT,0,25,2000,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Langston University,-97.260263,35.943953
HatcMa00,1997,7,235,MIN,Matthew Hatchette,WR,WR,8,23,2003,0,0,0,9,7,65,NA,NA,NA,NA,NA,NA,NA,NA,60,887,6,NA,NA,,Langston University,-97.260263,35.943953
RackWi01,2011,3,76,JAX,Will Rackley,G,G,8,21,2013,0,0,2,8,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,Lehigh University,-75.378887,40.607158
OwenRi20,1995,5,152,WAS,Rich Owens,DE,DE,28,23,2002,0,0,3,31,16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,28.5,Lehigh University,-75.378887,40.607158
MileJo20,2000,5,150,SFO,John Milem,DE,DE,1,25,2001,0,0,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,Lenoir-Rhyne University,-81.326161,35.73904
,1995,7,246,MIA,Shannon Myers,WR,WR,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Lenoir-Rhyne University,-81.326161,35.73904
AikeWa00,2014,4,125,MIA,Walt Aikens,DB,DB,3,23,2016,0,0,0,3,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,,Liberty University,-79.179688,37.350345
DesiPi00,2014,4,127,CLE,Pierre Desir,DB,DB,3,24,2016,0,0,0,3,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,,Lindenwood University,-90.502825,38.788203
PerrWi00,1998,5,132,NOR,Wilmont Perry,RB,RB,2,23,1999,0,0,0,2,2,13,NA,NA,NA,NA,NA,78,302,0,5,28,0,NA,NA,,Livingstone College,-80.484459,35.670743
BurtSt00,2011,7,236,MIN,Stephen Burton,WR,WR,0,21,2013,0,0,0,0,0,19,NA,NA,NA,NA,NA,1,-9,0,15,149,1,1,NA,,Long Beach City College,-118.135819,33.831741
SmitDA99,2010,3,74,JAX,D'Anthony Smith,DT,DT,8,22,2015,0,0,1,8,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,,Louisiana Tech University,-92.64964,32.525518
scobejos01,2004,5,137,JAX,Josh Scobee,K,K,12,22,2015,0,0,0,26,26,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,,Louisiana Tech University,-92.64964,32.525518
RattTi00,2000,7,212,SFO,Tim Rattay,QB,QB,9,23,2007,0,0,1,12,10,40,432,714,4853,31,23,45,77,0,NA,NA,NA,1,NA,,Louisiana Tech University,-92.64964,32.525518
PattQu00,2013,4,128,SFO,Quinton Patton,WR,WR,4,23,2016,0,0,1,4,4,36,NA,NA,NA,NA,NA,3,51,0,66,834,1,NA,NA,,Louisiana Tech University,-92.64964,32.525518
MoatRy00,2005,3,77,PHI,Ryan Moats,RB,RB,7,22,2009,0,0,0,7,2,38,NA,NA,NA,NA,NA,204,831,8,20,127,1,13,NA,,Louisiana Tech University,-92.64964,32.525518
MillJo02,2013,5,163,CHI,Jordan Mills,T,T,18,22,2016,0,0,3,17,15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,Louisiana Tech University,-92.64964,32.525518
McCoLu00,2004,4,106,CLE,Luke McCown,QB,QB,6,23,2015,0,0,0,8,2,62,216,356,2370,9,15,34,177,0,NA,NA,NA,1,NA,,Louisiana Tech University,-92.64964,32.525518
HollJo01,2007,7,254,OAK,Jonathan Holland,WR,WR,1,22,2009,0,0,0,1,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,,Louisiana Tech University,-92.64964,32.525518
GrayBo20,2002,5,140,CHI,Bobby Gray,DB,DB,6,24,2004,0,0,0,6,6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1,1,Louisiana Tech University,-92.64964,32.525518
EnemIK00,2014,6,210,NYJ,IK Enemkpali,DT,DT,1,23,2015,0,0,0,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,,Louisiana Tech University,-92.64964,32.525518
ElliJu01,2014,4,107,OAK,Justin Ellis,DT,DT,10,23,2016,0,0,2,10,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,,Louisiana Tech University,-92.64964,32.525518
EdwaTr00,1999,1,13,PIT,Troy Edwards,WR,WR,17,22,2005,0,0,1,19,11,92,NA,NA,NA,NA,NA,16,46,1,203,2404,11,6,NA,,Louisiana Tech University,-92.64964,32.525518
,2010,6,174,WAS,Dennis Morris,RB,RB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Louisiana Tech University,-92.64964,32.525518
,2000,4,123,JAX,Joey Chustz,T,T,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Louisiana Tech University,-92.64964,32.525518
UrruMa00,2008,7,246,CIN,Mario Urrutia,WR,WR,0,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Louisville,-85.758843,38.215752
TaylLe20,1997,7,238,BAL,Leland Taylor,DT,DT,0,24,1997,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Louisville,-85.758843,38.215752
StinBy00,2011,6,175,TEN,Byron Stingily,T,T,5,23,2014,0,0,0,5,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Louisville,-85.758843,38.215752
StanMo20,2006,6,182,DAL,Montavious Stanley,DT,DT,5,24,2009,0,0,0,5,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,1.5,University of Louisville,-85.758843,38.215752
SpitJa20,2006,3,75,GNB,Jason Spitz,G,G,25,23,2012,0,0,2,24,24,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,University of Louisville,-85.758843,38.215752
SmitMa03,2014,1,26,PHI,Marcus Smith,LB,LB,1,22,2016,0,0,0,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3,University of Louisville,-85.758843,38.215752
SmitKo00,2007,5,148,KAN,Kolby Smith,RB,RB,4,22,2009,0,0,0,4,4,27,NA,NA,NA,NA,NA,162,540,3,34,209,0,7,NA,,University of Louisville,-85.758843,38.215752
ShelEr00,2005,2,54,CAR,Eric Shelton,RB,RB,0,22,2006,0,0,0,0,0,9,NA,NA,NA,NA,NA,8,23,0,1,6,0,1,NA,,University of Louisville,-85.758843,38.215752
ScruGr00,2012,7,232,SEA,Greg Scruggs,DE,DE,1,22,2016,0,0,0,1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3,University of Louisville,-85.758843,38.215752
SampJa00,2015,4,104,JAX,James Sample,SS,DB,1,23,2015,0,0,0,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,,University of Louisville,-85.758843,38.215752
RhodKe20,2005,4,123,NYJ,Kerry Rhodes,DB,DB,39,23,2012,0,0,7,48,35,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,23,13,University of Louisville,-85.758843,38.215752
RedmCh00,2000,3,75,BAL,Chris Redman,QB,QB,3,23,2011,0,0,0,9,3,31,286,500,3179,21,14,33,25,0,NA,NA,NA,1,NA,,University of Louisville,-85.758843,38.215752
PryoCa00,2014,1,18,NYJ,Calvin Pryor,DB,DB,10,22,2016,0,0,3,10,10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2,0.5,University of Louisville,-85.758843,38.215752
PoweCa20,1997,5,156,IND,Carl Powell,DE,DE,3,23,2005,0,0,0,10,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1,6.5,University of Louisville,-85.758843,38.215752
PoweBi00,2011,4,126,NYJ,Bilal Powell,RB,RB,14,22,2016,0,0,1,13,13,68,1,1,30,0,0,442,1881,8,148,1139,3,11,NA,,University of Louisville,-85.758843,38.215752
