Player_Id,Year,Rnd,Pick,Tm,Player,Pos,Position.Standard,First4AV,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_Tds,Tkl,Def_Int,Sk,Official.Name,LONGITUDE,LATITUDE
RichDa00,2012,7,252,STL,Daryl Richardson,RB,RB,7,22,2016,0,0,0,7,7,27,NA,NA,NA,NA,NA,169,697,0,38,284,0,NA,NA,,Abilene Christian University,-99.70954,32.46915
MannDa21,2006,2,42,CHI,Danieal Manning,DB,DB,26,24,2014,0,0,6,37,22,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,11,4,Abilene Christian University,-99.70954,32.46915
GateCl00,2011,4,111,MIA,Clyde Gates,WR,WR,3,25,2013,0,0,0,3,0,32,NA,NA,NA,NA,NA,2,16,0,30,365,0,3,NA,,Abilene Christian University,-99.70954,32.46915
RussSt20,1995,7,218,DEN,Steve Russ,LB,LB,1,23,2000,0,0,0,1,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States Air Force Academy,-104.888747,39.011073
FishBr20,1999,7,248,BUF,Bryce Fisher,DE,DE,19,22,2007,0,0,3,26,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,26.5,United States Air Force Academy,-104.888747,39.011073
,1997,6,178,SDG,Daniel Palmer,C,C,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States Air Force Academy,-104.888747,39.011073
TaylJa03,1997,3,73,MIA,Jason Taylor,DE,DE,59,23,2011,3,6,12,119,112,233,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,525,8,139.5,University of Akron Main Campus,-81.510328,41.077768
SmitDw20,2001,3,84,TAM,Dwight Smith,DB,DB,25,23,2008,0,0,5,34,18,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,22,2,University of Akron Main Campus,-81.510328,41.077768
SchiJa20,2002,5,151,TEN,Jake Schifino,WR,WR,0,22,2004,0,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,,University of Akron Main Campus,-81.510328,41.077768
HixoDo00,2006,4,130,DEN,Domenik Hixon,WR,WR,11,21,2013,0,0,0,17,0,76,NA,NA,NA,NA,NA,3,18,0,109,1460,7,29,NA,,University of Akron Main Campus,-81.510328,41.077768
FryeCh00,2005,3,67,CLE,Charlie Frye,QB,QB,8,24,2009,0,0,1,8,7,26,419,676,4154,17,29,72,347,4,NA,NA,NA,1,NA,,University of Akron Main Campus,-81.510328,41.077768
CornRe99,2008,4,114,BUF,Reggie Corner,DB,DB,8,24,2011,0,0,0,8,8,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,2,1,University of Akron Main Campus,-81.510328,41.077768
AlleAn20,2007,3,88,NOR,Andy Alleman,G,G,5,23,2009,0,0,0,5,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Akron Main Campus,-81.510328,41.077768
WhitRo00,2005,1,27,ATL,Roddy White,WR,WR,46,23,2015,1,4,10,88,88,171,NA,NA,NA,NA,NA,9,19,0,808,10863,63,25,NA,,University of Alabama at Birmingham,-86.80917,33.50223
WebbJo00,2010,6,199,MIN,Joe Webb,WR,WR,4,23,2016,0,0,0,4,4,64,88,152,853,3,5,42,272,4,8,61,0,4,NA,,University of Alabama at Birmingham,-86.80917,33.50223
ThomBr21,2002,1,22,NYJ,Bryan Thomas,DE,DE,23,23,2012,0,0,7,52,52,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,33.5,University of Alabama at Birmingham,-86.80917,33.50223
SidnDa20,1998,3,77,TEN,Dainon Sidney,DB,DB,4,23,2003,0,0,0,4,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,6,,University of Alabama at Birmingham,-86.80917,33.50223
ReesIz20,1998,6,188,DAL,Izell Reese,DB,DB,14,24,2004,0,0,3,19,7,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,8,3.5,University of Alabama at Birmingham,-86.80917,33.50223
NelsJJ00,2015,5,159,ARI,JJ Nelson,WR,WR,3,23,2016,0,0,0,3,3,20,NA,NA,NA,NA,NA,4,27,0,29,542,4,NA,NA,,University of Alabama at Birmingham,-86.80917,33.50223
LeveOt20,2001,6,187,MIA,Otis Leverette,DE,DE,3,23,2004,0,0,0,3,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,2,University of Alabama at Birmingham,-86.80917,33.50223
FreeEd20,2002,2,43,KAN,Eddie Freeman,DE,DE,1,24,2003,0,0,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,4,University of Alabama at Birmingham,-86.80917,33.50223
DaviPe21,1999,7,251,PHI,Pernell Davis,DT,DT,0,23,1999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Alabama at Birmingham,-86.80917,33.50223
BrooRo20,2000,7,238,IND,Rodregis Brooks,DB,DB,0,22,2001,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,University of Alabama at Birmingham,-86.80917,33.50223
BackKe00,2015,6,213,GNB,Kennard Backman,TE,TE,0,22,2015,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,University of Alabama at Birmingham,-86.80917,33.50223
YeldT.00,2015,2,36,JAX,T.J. Yeldon,RB,RB,0,21,2016,0,0,2,7,7,22,NA,NA,NA,NA,NA,265,1041,3,70,496,2,NA,NA,,The University of Alabama,-87.545766,33.2144
WortCo20,2005,7,235,SEA,Cornelius Wortham,LB,LB,1,23,2005,0,0,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,The University of Alabama,-87.545766,33.2144
WillSh00,1995,2,46,DAL,Sherman Williams,RB,RB,11,22,1999,0,0,0,10,10,60,0,1,0,0,0,302,1162,4,40,332,0,NA,NA,,The University of Alabama,-87.545766,33.2144
WillMi06,2013,7,211,DET,Michael Williams,TE,TE,0,23,2015,0,0,0,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,3,26,0,NA,NA,,The University of Alabama,-87.545766,33.2144
WillJe02,2013,5,137,SEA,Jesse Williams,DT,DT,0,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
WarmCh00,2013,1,10,TEN,Chance Warmack,G,G,19,22,2016,0,0,3,18,18,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,The University of Alabama,-87.545766,33.2144
UpshCo00,2012,2,35,BAL,Courtney Upshaw,LB,LB,23,22,2016,0,0,4,21,21,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,5,The University of Alabama,-87.545766,33.2144
TownDe20,1998,4,117,PIT,Deshea Townsend,DB,DB,7,23,2010,0,0,3,38,38,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,21,15.5,The University of Alabama,-87.545766,33.2144
SunsVi00,2014,5,167,NOR,Vinnie Sunseri,DB,DB,0,22,2014,0,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,,The University of Alabama,-87.545766,33.2144
StinEd00,2014,5,160,ARI,Ed Stinson,DE,DE,4,24,2016,0,0,0,4,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,1,The University of Alabama,-87.545766,33.2144
StatRa20,1997,7,236,BAL,Ralph Staten,DB,DB,4,22,1998,0,0,0,4,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,1,The University of Alabama,-87.545766,33.2144
SmitKe23,2001,3,81,NOR,Kenny Smith,DT,DT,8,24,2009,0,0,0,8,8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,4.5,The University of Alabama,-87.545766,33.2144
SmilJu20,2004,2,46,SFO,Justin Smiley,G,G,25,22,2010,0,0,5,30,16,88,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,,The University of Alabama,-87.545766,33.2144
SmelBr00,2012,7,247,CLE,Brad Smelley,TE,TE,0,23,2013,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,,The University of Alabama,-87.545766,33.2144
ShepAu00,2015,7,228,MIN,Austin Shepherd,T,T,1,23,2015,0,0,0,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
ShadSa20,1995,4,102,CIN,Sam Shade,DB,DB,20,22,2002,0,0,5,31,10,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,10,8.5,The University of Alabama,-87.545766,33.2144
SamuCh00,2000,1,3,WAS,Chris Samuels,T,T,37,23,2009,0,6,9,62,62,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,The University of Alabama,-87.545766,33.2144
RyanDe20,2006,2,33,HOU,DeMeco Ryans,LB,LB,36,22,2015,0,2,9,58,38,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,7,13.5,The University of Alabama,-87.545766,33.2144
RutlRo00,1998,2,54,NWE,Rod Rutledge,TE,TE,2,23,2002,0,0,1,2,2,70,NA,NA,NA,NA,NA,NA,NA,NA,27,204,1,NA,NA,,The University of Alabama,-87.545766,33.2144
RuddDw20,1997,1,20,MIN,Dwayne Rudd,LB,LB,37,21,2003,0,0,4,42,26,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,1,11.5,The University of Alabama,-87.545766,33.2144
RobiRa99,2007,7,255,DET,Ramzee Robinson,DB,DB,1,23,2009,0,0,0,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,,The University of Alabama,-87.545766,33.2144
RichTr00,2012,1,3,CLE,Trent Richardson,RB,RB,18,22,2014,0,0,3,17,7,46,NA,NA,NA,NA,NA,614,2032,17,113,912,2,1,NA,,The University of Alabama,-87.545766,33.2144
RashSa20,2002,3,69,SFO,Saleem Rasheed,LB,LB,4,21,2005,0,0,0,4,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,1,The University of Alabama,-87.545766,33.2144
PopeDe20,2004,7,222,MIA,Derrick Pope,LB,LB,11,22,2007,0,0,1,10,10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2,2,The University of Alabama,-87.545766,33.2144
PeprCh20,2006,5,158,NYG,Charlie Peprah,DB,DB,6,23,2012,0,0,2,11,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,8,,The University of Alabama,-87.545766,33.2144
PalmDa00,1994,2,40,MIN,David Palmer,WR,WR,10,21,2000,0,0,0,9,9,84,0,0,0,0,0,34,125,1,73,631,1,NA,NA,,The University of Alabama,-87.545766,33.2144
PagaJe00,2014,6,177,HOU,Jeoffrey Pagan,DE,DE,1,21,2015,0,0,0,1,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,The University of Alabama,-87.545766,33.2144
OdomAn20,2004,2,57,TEN,Antwan Odom,DE,DE,20,23,2010,0,0,4,23,15,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,23.5,The University of Alabama,-87.545766,33.2144
NunlJe20,1994,2,60,HOU,Jeremy Nunley,DE,DE,1,23,1994,0,0,0,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
NorwKe00,2014,4,123,SEA,Kevin Norwood,WR,WR,1,25,2015,0,0,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,9,102,0,2,NA,,The University of Alabama,-87.545766,33.2144
MyerMi20,1998,4,100,DAL,Michael Myers,DT,DT,14,22,2007,0,0,3,33,12,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,1,15.5,The University of Alabama,-87.545766,33.2144
MoslC.00,2014,1,17,BAL,C.J. Mosley,LB,LB,0,22,2016,0,1,2,22,22,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,5,7,The University of Alabama,-87.545766,33.2144
MillDe00,2013,1,9,NYJ,Dee Milliner,DB,DB,6,22,2015,0,0,1,6,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,,The University of Alabama,-87.545766,33.2144
MenzDe00,2012,5,146,KAN,DeQuan Menzie,DB,DB,0,22,2012,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
McElGr00,2011,7,208,NYJ,Greg McElroy,QB,QB,1,23,2012,0,0,0,1,1,2,19,31,214,1,1,8,30,0,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
McClRo00,2010,1,8,OAK,Rolando McClain,LB,LB,23,21,2015,0,0,5,26,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,4,9.5,The University of Alabama,-87.545766,33.2144
McClLe00,2007,4,137,BAL,Le'Ron McClain,RB,RB,13,22,2013,1,2,6,12,12,111,NA,NA,NA,NA,NA,354,1310,13,94,557,3,7,NA,,The University of Alabama,-87.545766,33.2144
McCaA.00,2014,5,164,CIN,A.J. McCarron,QB,QB,0,24,2016,0,0,0,3,3,8,79,119,854,6,2,14,31,0,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
McAdJa00,2002,5,149,ARI,Jason McAddley,WR,WR,4,23,2005,0,0,1,4,3,34,NA,NA,NA,NA,NA,NA,NA,NA,38,578,1,8,NA,,The University of Alabama,-87.545766,33.2144
MathEv20,2005,3,79,CAR,Evan Mathis,G,G,11,23,2016,1,2,6,44,6,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,,The University of Alabama,-87.545766,33.2144
LukeTr00,2004,6,171,DEN,Triandos Luke,WR,WR,0,22,2004,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,6,52,0,NA,NA,,The University of Alabama,-87.545766,33.2144
LeexKe00,1994,2,35,NWE,Kevin Lee,WR,WR,1,23,1996,0,0,0,1,1,9,NA,NA,NA,NA,NA,1,4,0,8,107,0,NA,NA,,The University of Alabama,-87.545766,33.2144
LangAn20,1994,1,9,CLE,Antonio Langham,DB,DB,28,22,2000,0,0,4,29,12,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,14,1,The University of Alabama,-87.545766,33.2144
LacyEd00,2013,2,61,GNB,Eddie Lacy,RB,RB,33,23,2016,0,1,3,32,32,51,NA,NA,NA,NA,NA,788,3435,23,101,900,6,3,NA,,The University of Alabama,-87.545766,33.2144
KouaCy00,2014,2,44,BUF,Cyrus Kouandjio,T,T,2,21,2016,0,0,0,2,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
KouaAr00,2015,4,112,WAS,Arie Kouandjio,G,G,0,23,2016,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
KirkDr00,2012,1,17,CIN,Dre Kirkpatrick,DB,DB,13,22,2016,0,0,1,12,12,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,9,1,The University of Alabama,-87.545766,33.2144
JoneTe00,2002,5,155,BAL,Terry Jones,TE,TE,5,22,2005,0,0,2,5,4,53,NA,NA,NA,NA,NA,NA,NA,NA,59,493,5,2,NA,,The University of Alabama,-87.545766,33.2144
JoneJu02,2011,1,6,ATL,Julio Jones,WR,WR,58,22,2016,1,3,5,54,54,75,NA,NA,NA,NA,NA,14,94,0,475,7306,39,6,NA,,The University of Alabama,-87.545766,33.2144
JoneBa00,2013,4,113,STL,Barrett Jones,G,G,1,23,2014,0,0,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
JohnTo00,1996,6,197,PHI,Tony Johnson,TE,TE,1,24,1998,0,0,0,1,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,9,97,1,NA,NA,,The University of Alabama,-87.545766,33.2144
JohnNi00,2013,4,99,KAN,Nico Johnson,LB,LB,3,23,2015,0,0,0,3,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,,The University of Alabama,-87.545766,33.2144
JohnMi23,2010,3,98,ATL,Mike Johnson,G,G,2,23,2012,0,0,0,2,2,18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,,The University of Alabama,-87.545766,33.2144
JohnMa99,2010,7,211,STL,Marquis Johnson,DB,DB,0,22,2011,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,The University of Alabama,-87.545766,33.2144
JeffDa20,1995,4,108,NOR,Dameian Jeffries,DE,DE,0,22,1995,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
JackKa99,2010,1,20,HOU,Kareem Jackson,DB,DB,28,22,2016,0,0,6,29,29,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,13,,The University of Alabama,-87.545766,33.2144
IngrMa01,2011,1,28,NOR,Mark Ingram,RB,RB,27,21,2016,0,1,2,25,25,72,NA,NA,NA,NA,NA,870,3770,28,132,920,3,3,NA,,The University of Alabama,-87.545766,33.2144
HighDo01,2012,1,25,NWE,Dont'a Hightower,LB,LB,28,22,2016,0,0,4,26,26,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,17,The University of Alabama,-87.545766,33.2144
HarpRo21,2006,2,43,NOR,Roman Harper,DB,DB,29,23,2016,0,2,8,47,35,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,11,18,The University of Alabama,-87.545766,33.2144
HapePa00,1997,5,137,TAM,Patrick Hape,TE,TE,1,23,2004,0,0,0,1,0,124,NA,NA,NA,NA,NA,3,1,0,51,287,11,2,NA,,The University of Alabama,-87.545766,33.2144
HallLe20,1994,7,220,HOU,Lemanski Hall,LB,LB,4,23,2002,0,0,1,11,3,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,4,The University of Alabama,-87.545766,33.2144
GrifCo20,2000,2,42,NYG,Cornelius Griffin,DT,DT,36,23,2009,0,0,9,59,18,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,2,29,The University of Alabama,-87.545766,33.2144
FowlJa00,2015,4,108,TEN,Jalston Fowler,FB,FB,0,25,2016,0,0,0,0,0,27,NA,NA,NA,NA,NA,7,13,1,6,58,1,NA,NA,,The University of Alabama,-87.545766,33.2144
FordBr20,1996,4,129,DET,Brad Ford,DB,DB,1,22,1996,0,0,0,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,The University of Alabama,-87.545766,33.2144
FlukDJ00,2013,1,11,SDG,D.J. Fluker,T,T,24,22,2016,0,0,4,23,23,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,The University of Alabama,-87.545766,33.2144
DixoTo20,2001,2,56,DAL,Tony Dixon,DB,DB,9,22,2004,0,0,0,9,9,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1,6,The University of Alabama,-87.545766,33.2144
DickXz00,2015,7,253,NWE,Xzavier Dickson,OLB,LB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
DialQu00,2013,5,157,SFO,Quinton Dial,DE,DE,10,23,2016,0,0,2,10,10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,4.5,The University of Alabama,-87.545766,33.2144
DeadBr99,2010,7,247,NWE,Brandon Deaderick,DE,DE,10,23,2014,0,0,0,9,8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,5.5,The University of Alabama,-87.545766,33.2144
DareMa00,2011,1,3,BUF,Marcell Dareus,DT,DT,48,21,2016,1,2,5,44,44,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,32,The University of Alabama,-87.545766,33.2144
DarbKe00,2007,7,246,TAM,Kenneth Darby,RB,RB,4,24,2010,0,0,0,4,0,41,NA,NA,NA,NA,NA,95,408,2,49,356,1,20,NA,,The University of Alabama,-87.545766,33.2144
CroyBr00,2006,3,85,KAN,Brodie Croyle,QB,QB,2,23,2010,0,0,0,2,2,18,181,319,1669,8,9,10,15,0,NA,NA,NA,1,NA,,The University of Alabama,-87.545766,33.2144
CoopAm00,2015,1,4,OAK,Amari Cooper,WR,WR,9,21,2016,0,1,1,9,9,26,NA,NA,NA,NA,NA,3,-3,0,134,1970,9,NA,NA,,The University of Alabama,-87.545766,33.2144
CollLa00,2015,2,33,NYG,Landon Collins,SS,DB,5,21,2016,0,0,2,5,5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,6,3,The University of Alabama,-87.545766,33.2144
CodyTe99,2010,2,57,BAL,Terrence Cody,DT,DT,14,22,2014,0,0,1,13,13,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,,The University of Alabama,-87.545766,33.2144
ClinHa00,2014,1,21,GNB,Ha Ha Clinton-Dix,DB,DB,11,21,2016,0,0,3,11,11,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,5,4.5,The University of Alabama,-87.545766,33.2144
ChapJo00,2012,5,136,IND,Josh Chapman,NT,DT,8,23,2014,0,0,1,8,8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,,The University of Alabama,-87.545766,33.2144
CarpJa00,2011,1,25,SEA,James Carpenter,T,T,29,22,2016,0,0,5,27,20,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,The University of Alabama,-87.545766,33.2144
BurtKe20,1996,4,107,HOU,Kendrick Burton,DE,DE,1,23,1996,0,0,0,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,The University of Alabama,-87.545766,33.2144
BryaFe20,1999,1,26,JAX,Fernando Bryant,DB,DB,31,22,2008,0,0,8,38,28,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,7,,The University of Alabama,-87.545766,33.2144
BryaAn20,2005,6,178,TAM,Anthony Bryant,DT,DT,1,23,2010,0,0,0,2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,,The University of Alabama,-87.545766,33.2144
BritWe20,2005,5,164,SDG,Wesley Britt,T,T,3,23,2008,0,0,0,3,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
BarrMa00,2012,1,7,TAM,Mark Barron,DB,DB,19,22,2016,0,0,3,18,12,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,5,7,The University of Alabama,-87.545766,33.2144
ArenJa99,2010,2,50,KAN,Javier Arenas,DB,DB,8,22,2014,0,0,1,8,7,69,NA,NA,NA,NA,NA,4,17,1,NA,NA,NA,130,2,5,The University of Alabama,-87.545766,33.2144
AndeMa21,2006,5,159,CHI,Mark Anderson,DE,DE,18,23,2012,0,0,1,20,15,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,36.5,The University of Alabama,-87.545766,33.2144
AlexSh00,2000,1,19,SEA,Shaun Alexander,RB,RB,53,23,2008,1,3,7,70,70,123,NA,NA,NA,NA,NA,2187,9453,100,215,1520,12,3,NA,,The University of Alabama,-87.545766,33.2144
,2002,5,162,PHI,Freddie Milons,WR,WR,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,2001,5,156,MIA,Shawn Draper,T,T,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,1998,4,122,DEN,Curtis Alexander,RB,RB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,1996,3,84,ATL,Shannon Brown,DT,DT,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,1996,6,204,NOR,Toderick Malone,WR,WR,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,1995,5,160,GNB,Jay Barker,QB,QB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,1995,7,225,NYG,Bryne Diehl,P,P,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
,1994,5,159,RAI,Roosevelt Patterson,G,G,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,The University of Alabama,-87.545766,33.2144
PattJo21,1994,3,97,WAS,Joe Patton,T,T,27,22,1998,0,0,3,25,25,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Alabama A & M University,-86.568502,34.783368
KearFr00,2011,7,231,MIA,Frank Kearse,DT,DT,5,22,2015,0,0,0,5,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,5.5,Alabama A & M University,-86.568502,34.783368
,1994,6,173,NYJ,Fred Lester,RB,RB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Alabama A & M University,-86.568502,34.783368
JackTa00,2006,2,64,MIN,Tarvaris Jackson,QB,QB,13,23,2015,0,0,2,21,12,59,640,1073,7263,39,35,171,636,6,NA,NA,NA,3,NA,,Alabama State University,-86.295677,32.364317
CoexMi99,2007,5,173,IND,Michael Coe,DB,DB,2,23,2012,0,0,0,3,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,,Alabama State University,-86.295677,32.364317
BarlRe00,1996,4,110,JAX,Reggie Barlow,WR,WR,8,23,2003,0,0,0,8,8,82,NA,NA,NA,NA,NA,NA,NA,NA,39,522,1,1,NA,,Alabama State University,-86.295677,32.364317
BarkRa99,2007,6,201,PHI,Rashad Barksdale,DB,DB,0,23,2007,0,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,,SUNY at Albany,-73.825014,42.686917
,2005,7,245,GNB,Kurt Campbell,DB,DB,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,SUNY at Albany,-73.825014,42.686917
NashKe21,2002,6,189,OAK,Keyon Nash,DB,DB,0,23,2004,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,Albany State University,-84.14306,31.571395
